House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
11,Blue Spring,Carolyn,Howarth,One,Daughter,NA,Female,Child,Physical Disability,NA
12,Blue Spring,Stewart,O'Neill,59,Head,Divorced,Male,Osteopath,None,Christian
13,Blue Spring,Richard,Thorpe,41,Head,Single,Male,Chiropractor,None,Christian
13,Blue Spring,Jamie,Watts,32,None,Single,MALE,Haematologist,None,Methodist
13,Blue Spring,Harry,White,51,None,Single,Male,Lawyer,Deaf,Christian
13,Blue Spring,Kenneth,Baker,58,None,Single,Male,"Optician, dispensing",None,Christian
13,Blue Spring,Kelly,Bates,27,None,Single,Female,Actuary,None,Methodist
14,Blue Spring,Christine,Jones,61,Head,Married,Female,Retail banker,None,Methodist
14,Blue Spring,Gareth,Jones,63,Husband,Married,Male,Museum/gallery conservator,None,None
14,Blue Spring,Julia,Jones,28,Daughter,Single,Female,Landscape architect,None,Methodist
14,Blue Spring,Jacqueline,Jones,26,Daughter,Single,Female,Theatre manager,None,Methodist
14,Blue Spring,Joan,Jones,22,Daughter,Divorced,Female,University Student,None,Methodist
15,Blue Spring,Emma,Gibson,51,Head,Divorced,Female,"Teacher, secondary school",None,Christian
15,Blue Spring,Hilary,Gibson,17,Daughter,NA,Female,Student,None,NA
15,Blue Spring,Shannon,Gibson,14,Daughter,NA,Female,Student,None,NA
15,Blue Spring,Michelle,Gibson,12,Daughter,NA,Female,Student,None,NA
15,Blue Spring,Judith,Gibson,8,Adopted Daughter,NA,Female,Student,None,NA
1,Stirling View,Paige,Parry,46,Head,Married,Female,Sport and exercise psychologist,None,Christian
1,Stirling View,Mohamed,Parry,45,Husband,Married,Male,Biomedical engineer,None,None
2,Stirling View,Annette,Chan,77,Head,Single,Female,Retired Museum/gallery exhibitions officer,None,Christian
2,Stirling View,Edward,Chan,44,Son,Single,Male,Photographer, ,Christian
3,Stirling View,Craig,Day,89,Head,Widowed,Male,Unemployed,None,Christian
4,Stirling View,Frances,Allan,63,Head,Single,Female,Musician,None,Christian
4,Stirling View,James,Akhtar,42,None,Single,Male,Dramatherapist,None,None
5,Stirling View,Shaun,Hall,36,Head,Single,Male,Unemployed,None,None
6,Stirling View,Jason,Harrison,63,Head,Divorced,Male,"Research officer, trade union",None,Christian
7,Stirling View,Kelly,Watson,70,Head,Divorced,Female,Retired Bookseller,None,Catholic
8,Stirling View,Eleanor,Brown,85,Head,Widowed,Female,Retired Waste management officer,None,None
9,Stirling View,Roy,Johnson,42,Head,Married,Male,Fashion designer,None,Methodist
9,Stirling View,Kayleigh,Johnson,44,Wife,Married,Female,Garment/textile technologist,None,Methodist
10,Stirling View,Holly,Griffiths,35,Head,Single,Fe-male,Housing manager/officer,None,Christian
11,Stirling View,Bethan,Humphreys,61,Head,Married,Female,Barista,None,None
11,Stirling View,Nicholas,Humphreys,61,Husband,Married,Male,Radio producer,None,None
12,Stirling View,James,Hewitt,26,Head,Single,Male,"Designer, multimedia",None,None
13,Stirling View,Rita,Duffy,38,Head,Divorced,Female,Unemployed,None,Catholic
13,Stirling View,Charlotte,Duffy,7,Daughter,NA,Female,Student,None,NA
14,Stirling View,Anne,Price,42,Head,Single,Female,"Designer, multimedia",None,None
15,Stirling View,Ashley,Lee,58,Head,Single,Male,Unemployed,None,Christian
1,Smith Street,Bethan,Lewis,24,Head,Married,Female,Broadcast journalist,None,Catholic
1,Smith Street,Daniel,Lewis,23,Husband,Married,Male,Dentist,None,None
1,Smith Street,Aaron,Lewis,4,Son,NA,Male,Child,None,NA
2,Smith Street,Frederick,Harvey,73,Head,Married,Male,Retired Museum/gallery exhibitions officer,None,Muslim
2,Smith Street,Marie,Harvey,74,Wife,Married,Female,Retired Dentist,None,None
3,Smith Street,Alison,Mills,44,Head,Divorced,Female,"Engineer, technical sales",None,Catholic
3,Smith Street,Lynne,Mills,10,Daughter,NA,Female,Student,None,NA
3,Smith Street,Karl,Mills,7,Son,NA,Male,Student,None,NA
4,Smith Street,Hazel,Smith,64,Head,Married,Female,Psychiatric nurse,None,Christian
4,Smith Street,Lawrence,Smith,67,Husband,Married,Male,"Development worker, community",None,None
4,Smith Street,Terence,Smith,0,Grandson,NA,Male,Child,None,NA
4,Smith Street,Nicole,Begum,62,Lodger,Single,Female,Dance movement psychotherapist,None,Christian
4,Smith Street,Thomas,Murray,40,Lodger,Divorced,Male,Recycling officer,None,Christian
5,Smith Street,Stacey,Stewart,59,Head,Divorced,Female,Animator,None,Catholic
5,Smith Street,Maria,Stewart,19,Daughter,Divorced,Female,University Student,None,None
5,Smith Street,Howard,Stewart,13,Son,NA,Male,Student,None,NA
5,Smith Street,Charlie,Stewart,9,Son,NA,Male,Student,None,NA
6,Smith Street,Valerie,Lawson,77,Head,Widowed,Female,Retired Optometrist,None,Methodist
6,Smith Street,Pamela,Lawson,42,Daughter,Single,Female,Web designer,None,Methodist
6,Smith Street,Danny,Lawson,42,Son,Single,Male,Clinical embryologist,None,Methodist
7,Smith Street,Katy,Moore,61,Head,Married,Female,Sports administrator,None,Christian
7,Smith Street,Leigh,Moore,63,Husband,Married,Male,"Research officer, government",None,Christian
7,Smith Street,Dean,Moore,39,Son,Single,Male,Town planner,None,Christian
8,Smith Street,Pauline,Goodwin,54,Head,Married,Female,Early years teacher,None,Methodist
8,Smith Street,Daniel,Goodwin,56,Husband,Married,Male,"Psychologist, educational",None,Methodist
8,Smith Street,Paula,Goodwin,14,Daughter,NA,Female,Student,None,NA
9,Smith Street,Sandra,Wilson,57,Head,Married,Female,Engineering geologist,None,None
9,Smith Street,Geoffrey,Wilson,61,Husband,Married,Male,Unemployed,None,None
9,Smith Street,Jodie,Wilson,24,Daughter,Single,Female,Cartographer,None,None
9,Smith Street,Beverley,Wilson,21,Daughter,Single,Female,University Student,None,None
9,Smith Street,Ann,Wilson,12,Daughter,NA,Female,Student,None,NA
10,Smith Street,Hayley,Watson,55,Head,Married,Female,Commercial/residential surveyor,None,Catholic
10,Smith Street,Robin,Watson,58,Husband,Married,Male,"Therapist, art",None,Catholic
10,Smith Street,Ricky,Watson,17,Son,NA,Male,Student,None,NA
11,Smith Street,Mary,Jordan,47,Head,Divorced,Female,Unemployed,None,None
11,Smith Street,Keith,Jordan,10,Son,NA,Male,Student,None,NA
11,Smith Street,Louis,Jordan,10,Son,NA,Male,Student,None,NA
12,Smith Street,Elliott,Smith,26,Head,Single,Male,Press sub,None,None
13,Smith Street,Reece,Brennan,71,Head,Married,Male,Retired Catering manager,None,Christian
13,Smith Street,Nicole,Brennan,76,Wife,Married,Female,"Retired Designer, furniture",None,None
13,Smith Street,Debra,Brennan,4,Granddaughter,NA,Female,Child,None,NA
14,Smith Street,Sian,Smith,52,Head,Married,Female,Unemployed,None,None
14,Smith Street,Graham,Smith,57,Husband,Married,Male,Unemployed,None,None
14,Smith Street,Patrick,Smith,26,Son,Single,Male,Chief Technology Officer,Physical Disability,None
15,Smith Street,Lydia,Williams,49,Head,Single,Female,"Investment banker, operational",None,None
15,Smith Street,Elizabeth,Nash,19,None,Single,Female,University Student,None,Methodist
15,Smith Street,Annette,Parsons,41,None,Single,Fe-male,Media planner,None,None
16,Smith Street,Victor,Nicholls,30,Head,Married,Male,"Psychologist, sport and exercise",None,None
16,Smith Street,Emma,Nicholls,25,Wife,Married,Female,Learning mentor,None,None
16,Smith Street,Deborah,Holmes,30,Sibling,Single,Female,Applications developer,None,None
17,Smith Street,Maria,Davies,45,Head,Single,Female,Industrial buyer,None,Catholic
18,Smith Street,Danielle,Taylor,51,Head,Widowed,Female,"Surveyor, planning and development",None,Christian
18,Smith Street,Jamie,Turner,18,Son,Single,Male,Student,None,Christian
18,Smith Street,Harriet,Turner,14,Daughter,NA,Female,Student,None,NA
19,Smith Street,Rebecca,Coleman,47,Head,Single,Female,Unemployed,None,Christian
19,Smith Street,Yvonne,Coleman,12,Daughter,NA,Female,Student,None,NA
20,Smith Street,Georgina,Shaw,44,Head,Single,Female,Unemployed,None,Catholic
20,Smith Street,Hilary,Shaw,1,Daughter,NA,Female,Child,None,NA
20,Smith Street,Michael,Skinner,64,Lodger,Single,Male,Insurance risk surveyor,None,None
21,Smith Street,Lindsey,Hardy,34,Head,Widowed,Female,Television/film/video producer,None,Christian
21,Smith Street,Mary,Dixon,42,Lodger,Widowed,Female,"Therapist, occupational",None,Methodist
21,Smith Street,Louis,Clayton,62,Lodger,Single,Male,Child psychotherapist,None,Christian
22,Smith Street,Leigh,Brown,18,Head,Single,Male,University Student,None,None
22,Smith Street,Declan,Rowe,22,None,Single,Male,University Student,None,Jewish
22,Smith Street,Lewis,Ward,22,None,Single,MALE,University Student,None,None
23,Smith Street,Leah,Williams,44,Head,Married,Female,Paramedic,None,Christian
23,Smith Street,Dean,Williams,51,Husband,Married,Male,Air traffic controller,None,None
23,Smith Street,Joyce,Williams,12,Daughter,NA,Female,Student,None,NA
24,Smith Street,Donna,Gibbs,60,Head,Married,Female,Dramatherapist,None,Methodist
24,Smith Street,Clive,Gibbs,61,Husband,Married,Male,Accommodation manager,None,Methodist
24,Smith Street,Beverley,Gibbs,34,Daughter,Single,Female,Chiropodist,None,Methodist
25,Smith Street,Rebecca,Stokes,57,Head,Single,Female,Nature conservation officer,None,Christian
25,Smith Street,Graeme,Hall,17,Grandson,NA,Male,Student,None,NA
25,Smith Street,Mohammed,Hall,15,Grandson,NA,Male,Student,None,NA
25,Smith Street,Trevor,Jenkins,13,Grandson,NA,Male,Student,None,NA
1,Griffiths Inlet,Karen,Johnson,46,Head,Divorced,Female,Town planner,None,Methodist
1,Griffiths Inlet,Raymond,Johnson,14,Step-Son,NA,Male,Student,None,NA
2,Griffiths Inlet,Valerie,Akhtar,66,Head,Married,Female,Proofreader,None,Christian
2,Griffiths Inlet,Connor,Akhtar,67,Husband,Married,Male,Midwife,None,None
3,Griffiths Inlet,Pauline,Chapman,73,Head,Married,Female,Retired Social researcher,None,Christian
3,Griffiths Inlet,Dominic,Chapman,76,Husband,Married,Male,"Retired Psychologist, counselling",None,Christian
3,Griffiths Inlet,Glenn,Chapman,44,Son,Single,Male,"Physicist, medical",None,Christian
3,Griffiths Inlet,Sophie,Chapman,43,Daughter,Single,Female,"Designer, furniture",None,None
3,Griffiths Inlet,Ashleigh,Chapman,41,Daughter,Single,Female,Community arts worker,None,Christian
4,Griffiths Inlet,Eleanor,Humphreys,19,Head,Single,Fe-male,University Student,None,None
4,Griffiths Inlet,Gemma,Higgins,22,None,Single,Female,University Student,None,Christian
5,Griffiths Inlet,Molly,Hurst,49,Head,Widowed,Female,Unemployed,None,None
5,Griffiths Inlet,Hannah,Hurst,23,Adopted Daughter,Single,Female,Travel agency manager,None,None
6,Griffiths Inlet,Justin,Pearson,19,Head,Single,Male,University Student,None,Catholic
6,Griffiths Inlet,Sean,Moore,18,None,Single,Male,University Student,None,None
6,Griffiths Inlet,Rita,Walker,24,None,Single,Female,PhD Student,None,None
6,Griffiths Inlet,Nigel,West,31,None,Single,Male,PhD Student,None,None
6,Griffiths Inlet,Sylvia,Miah,22,None,Single,Female,University Student,None,Christian
7,Griffiths Inlet,Rachel,Baxter,36,Head,Divorced,Female,Unemployed,None,Methodist
7,Griffiths Inlet,Bradley,Baxter,6,Son,NA,Male,Student,None,NA
7,Griffiths Inlet,Lesley,Baxter,3,Daughter,NA,Female,Child,None,NA
7,Griffiths Inlet,Harriet,Davison,31,Lodger,Widowed,Female,Hotel manager,None,Christian
8,Griffiths Inlet,Clive,Fisher,18,Head,Married,Male,Student,None,NA
8,Griffiths Inlet,June,Fisher,19,Wife,Married,Female,University Student,None,NA
9,Griffiths Inlet,Kelly,Taylor,72,Head,Widowed,Female,Retired Systems analyst,None,Christian
10,Griffiths Inlet,Jean,Jones,58,Head,Married,Female,Unemployed,None,Methodist
10,Griffiths Inlet,Jordan,Jones,64,Husband,Married,Male,Product designer,None,None
10,Griffiths Inlet,Lauren,Jones,1,Granddaughter,NA,Female,Child,None,NA
11,Griffiths Inlet,Leslie,Sanders,20,Head,Single,Male,University Student,None,Catholic
11,Griffiths Inlet,Anna,Patel,19,Partner,Single,Female,University Student,None,None
12,Griffiths Inlet,Ian,Mistry,49,Head,Divorced,Male,Museum/gallery exhibitions officer,None,None
12,Griffiths Inlet,Gavin,Mistry,13,Son,NA,Male,Student,None,NA
13,Griffiths Inlet,Dawn,Parker,60,Head,Di-vorced,Female,Community pharmacist,None,Christian
13,Griffiths Inlet,Samantha,Parker,26,Daughter,Divorced,Female,"Administrator, local government",None,None
14,Griffiths Inlet,Gary,Alexander,47,Head,Married,Male,Operational researcher,None,Christian
14,Griffiths Inlet,Pamela,Alexander,45,Wife,Married,Female,"Psychologist, counselling",None,Christian
15,Griffiths Inlet,Hayley,Sykes,50,Head,Single,Female,Industrial/product designer,None,Catholic
16,Griffiths Inlet,Barbara,Dixon,68,Head,Married,Female,Retired Town planner,None,Christian
16,Griffiths Inlet,Gerald,Dixon,66,Husband,Married,Male,Operational investment banker,None,Christian
16,Griffiths Inlet,Diane,Dixon,30,Daughter,Single,Female,Science writer,None,None
17,Griffiths Inlet,Anthony,Wade,18,Head,Married,Male,Student,None,NA
17,Griffiths Inlet,Sharon,Wade,20,Wife,Married,Female,University Student,None,NA
18,Griffiths Inlet,Gillian,Saunders,45,Head,Married,Female,Electronics engineer,None,Catholic
18,Griffiths Inlet,Mark,Saunders,47,Husband,Married,Male,Paediatric nurse,None,None
19,Griffiths Inlet,Albert,Johnson,39,Head,Married,Male,Radio broadcast assistant,None,None
19,Griffiths Inlet,Katy,Johnson,36,Wife,Married,Female,Music tutor,None,None
20,Griffiths Inlet,Judith,Todd,39,Head,Divorced,Female,Recruitment consultant,None,Catholic
20,Griffiths Inlet,Louise,Todd,1,Daughter,NA,Female,Child,None,NA
21,Griffiths Inlet,Charles,Ahmed,56,Head,Single,Male,Data processing manager,None,None
21,Griffiths Inlet,Katy,Ahmed,15,Daughter,NA,Female,Student,None,NA
22,Griffiths Inlet,Carolyn,Farrell,84,Head,Married,Female,"Retired Designer, textile",None,None
22,Griffiths Inlet,Stewart,Farrell,88,Husband,Married,Male,Retired Chief Marketing Officer,None,None
23,Griffiths Inlet,Clive,Jackson,32,Head,Single,Male,Theme park manager,None,Catholic
23,Griffiths Inlet,Olivia,Lloyd,43,None,Single,Female,Systems analyst,None,None
23,Griffiths Inlet,Dorothy,Harrison,19,None,Single,Female,University Student,None,None
24,Griffiths Inlet,Janet,Robertson,25,Head,Divorced,Female,Management consultant,None,None
25,Griffiths Inlet,Charlene,Anderson,41,Head,Divorced,Female,Brewing technologist,None,Christian
26,Griffiths Inlet,Lucy,Lee-Singh,48,Head,Single,Female,Unemployed,None,None
26,Griffiths Inlet,Melissa,Lee-Singh,12,Daughter,NA,Female,Student,None,NA
27,Griffiths Inlet,Arthur,Howe,58,Head,Single,Male,Unemployed,None,Christian
28,Griffiths Inlet,Steven,Edwards,23,Head,Married,Male,Heritage manager,None,None
28,Griffiths Inlet,Alice,Edwards,24,Wife,Married,Female,"Sound technician, broadcasting/film/video",None,None
29,Griffiths Inlet,Janice,Gardner,73,Head,Widowed,Female,Retired Local government officer,None,None
30,Griffiths Inlet,Cheryl,Bates,58,Head,Married,Female,Careers information officer,None,Methodist
30,Griffiths Inlet,Albert,Bates,60,Husband,Married,Male,Environmental education officer,None,Methodist
30,Griffiths Inlet,Harry,Bates,36,Son,Single,Male,Unemployed,None,Methodist
30,Griffiths Inlet,Conor,Bates,34,Son,Single,Male,"Nurse, mental health",None,Methodist
30,Griffiths Inlet,Diane,Bates,31,Daughter,Single,Female,"Lecturer, higher education",None,None
31,Griffiths Inlet,Mandy,Bull,59,Head,Single,Female,Occupational psychologist,None,Christian
32,Griffiths Inlet,Bradley,Mann,36,Head,Married,Male,Retail banker,None,Christian
32,Griffiths Inlet,Wendy,Mann,34,Wife,Married, ,Occupational psychologist,None,Christian
33,Griffiths Inlet,Teresa,James,88,Head,Widowed,Female,Retired Marketing executive,None,Methodist
34,Griffiths Inlet,Carol,Williams,44,Head,Single,Female,Unemployed,None,Christian
34,Griffiths Inlet,Jeremy,Williams,18,Son,Single,Male,Student,None,None
35,Griffiths Inlet,Elliot,Barker,65,Head,Widowed,Male,Product/process development scientist,None,None
36,Griffiths Inlet,Francesca,Flynn,39,Head,Married,Female,Broadcast engineer,None,Christian
36,Griffiths Inlet,Sean,Flynn,40,Husband,Married,Male,Warehouse manager,None,None
36,Griffiths Inlet,Catherine,Patel,49,Cousin,Single,Female,"Engineer, energy",None,Christian
36,Griffiths Inlet,Colin,Dobson,53,Cousin,Single,Male,Exhibition designer,None,None
37,Griffiths Inlet,Sarah,Evans,32,Head,Married,Fe-male,Research scientist (life sciences),None,None
37,Griffiths Inlet,Bernard,Evans,35,Husband,Married,Male,"Therapist, art",None,None
37,Griffiths Inlet,Reece,Evans,11,Son,NA,Male,Student,None,NA
37,Griffiths Inlet,Emma,Evans,8,Daughter,NA,Female,Student,None,NA
37,Griffiths Inlet,Alexandra,Evans,7,Daughter,NA,Female,Student,None,NA
1,Shrine Harbor,Lesley,Carroll,43,Head,Single,Female,Energy manager,None,None
1,Shrine Harbor,Clive,Kemp,40,Partner,Single,Male,"Merchandiser, retail",None,None
1,Shrine Harbor,Derek,Carroll,19,Son,Divorced,Male,University Student,None,None
1,Shrine Harbor,Marian,Carroll,15,Daughter,NA,Female,Student,None,NA
2,Shrine Harbor,Clifford,Talbot,18,Head,Single,Male,University Student,None,None
2,Shrine Harbor,Karen,Parry,21,None,Single,Female,University Student,None,Methodist
2,Shrine Harbor,Timothy,Chambers,21,None,Single,Male,University Student,None,Christian
2,Shrine Harbor,Vanessa,Brown,19,None,Single,Female,University Student,None,Methodist
3,Shrine Harbor,Janice,Clark,28,Head,Married,Female,Physiological scientist,None,None
3,Shrine Harbor,Gareth,Clark,28,Husband,Married,Male,"Surveyor, mining",None,None
3,Shrine Harbor,Jade,Clark,1,Daughter,NA,Female,Child,None,NA
3,Shrine Harbor,Bernard,Evans,38,Lodger,Single,Male,Print production planner,None,None
3,Shrine Harbor,Frances,Jones,34,Lodger,Widowed,Female,Occupational psychologist,None,None
3,Shrine Harbor,Harry,Taylor,48,Cousin,Single,Male,Television/film/video producer,None,None
4,Shrine Harbor,Sophie,Gould,38,Head,Divorced,Female,Unemployed,None,None
4,Shrine Harbor,Adrian,Gould,15,Son,NA,Male,Student,None,NA
4,Shrine Harbor,Kenneth,Gould,12,Son,NA,Male,Student,None,NA
4,Shrine Harbor,Owen,Gould,11,Son,NA,Male,Student,None,NA
5,Shrine Harbor,Ryan,Savage,29,Head,Married,Male,Sports coach,None,None
5,Shrine Harbor,Stacey,Savage,30,Wife,Married,Female,Unemployed,None,None
6,Shrine Harbor,Amber,Palmer,43,Head,Divorced,Female,Unemployed,None,Christian
6,Shrine Harbor,Jordan,Palmer,15,Son,NA,Male,Student,None,NA
6,Shrine Harbor,Leanne,Palmer,13,Daughter,NA,Female,Student,None,NA
6,Shrine Harbor,Ian,Palmer,10,Son,NA,Male,Student,None,NA
6,Shrine Harbor,Joyce,Palmer,6,Daughter,NA,Female,Student,None,NA
6,Shrine Harbor,Kayleigh,Palmer,3,Daughter,NA,Female,Child,None,NA
7,Shrine Harbor,Emma,Whittaker,51,Head,Married,Female,Unemployed,None,None
